census_year,rc13,rc13desc,sex,age_grp,ur5_rc13,ur5_rc13desc,count
1996,08,Manawatu-Wanganui Region,Male,40–44,18,Marlborough Region,00006
1996,08,Manawatu-Wanganui Region,Male,45–49,,,00336
1996,08,Manawatu-Wanganui Region,Male,45–49,01,Northland Region,00024
1996,08,Manawatu-Wanganui Region,Male,45–49,02,Auckland Region,00075
1996,08,Manawatu-Wanganui Region,Male,45–49,03,Waikato Region,00069
1996,08,Manawatu-Wanganui Region,Male,45–49,04,Bay of Plenty Region,00039
1996,08,Manawatu-Wanganui Region,Male,45–49,05,Gisborne Region,00015
1996,08,Manawatu-Wanganui Region,Male,45–49,06,Hawke's Bay Region,00063
1996,08,Manawatu-Wanganui Region,Male,45–49,07,Taranaki Region,00057
1996,08,Manawatu-Wanganui Region,Male,45–49,08,Manawatu-Wanganui Region,05760
1996,08,Manawatu-Wanganui Region,Male,45–49,09,Wellington Region,00177
1996,08,Manawatu-Wanganui Region,Male,45–49,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,45–49,13,Canterbury Region,00024
1996,08,Manawatu-Wanganui Region,Male,45–49,14,Otago Region,00015
1996,08,Manawatu-Wanganui Region,Male,45–49,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Male,45–49,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,45–49,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Male,45–49,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,,,00249
1996,08,Manawatu-Wanganui Region,Male,50–54,01,Northland Region,00012
1996,08,Manawatu-Wanganui Region,Male,50–54,02,Auckland Region,00066
1996,08,Manawatu-Wanganui Region,Male,50–54,03,Waikato Region,00045
1996,08,Manawatu-Wanganui Region,Male,50–54,04,Bay of Plenty Region,00027
1996,08,Manawatu-Wanganui Region,Male,50–54,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,06,Hawke's Bay Region,00030
1996,08,Manawatu-Wanganui Region,Male,50–54,07,Taranaki Region,00039
1996,08,Manawatu-Wanganui Region,Male,50–54,08,Manawatu-Wanganui Region,04686
1996,08,Manawatu-Wanganui Region,Male,50–54,09,Wellington Region,00162
1996,08,Manawatu-Wanganui Region,Male,50–54,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,13,Canterbury Region,00015
1996,08,Manawatu-Wanganui Region,Male,50–54,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,15,Southland Region,00009
1996,08,Manawatu-Wanganui Region,Male,50–54,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Male,50–54,18,Marlborough Region,00006
1996,08,Manawatu-Wanganui Region,Male,55–59,,,00201
1996,08,Manawatu-Wanganui Region,Male,55–59,01,Northland Region,00018
1996,08,Manawatu-Wanganui Region,Male,55–59,02,Auckland Region,00039
1996,08,Manawatu-Wanganui Region,Male,55–59,03,Waikato Region,00042
1996,08,Manawatu-Wanganui Region,Male,55–59,04,Bay of Plenty Region,00018
1996,08,Manawatu-Wanganui Region,Male,55–59,05,Gisborne Region,00012
1996,08,Manawatu-Wanganui Region,Male,55–59,06,Hawke's Bay Region,00027
1996,08,Manawatu-Wanganui Region,Male,55–59,07,Taranaki Region,00018
1996,08,Manawatu-Wanganui Region,Male,55–59,08,Manawatu-Wanganui Region,04203
1996,08,Manawatu-Wanganui Region,Male,55–59,09,Wellington Region,00132
1996,08,Manawatu-Wanganui Region,Male,55–59,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,55–59,13,Canterbury Region,00012
1996,08,Manawatu-Wanganui Region,Male,55–59,14,Otago Region,00009
1996,08,Manawatu-Wanganui Region,Male,55–59,15,Southland Region,00009
1996,08,Manawatu-Wanganui Region,Male,55–59,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Male,55–59,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,60–64,,,00168
1996,08,Manawatu-Wanganui Region,Male,60–64,01,Northland Region,00012
1996,08,Manawatu-Wanganui Region,Male,60–64,02,Auckland Region,00042
1996,08,Manawatu-Wanganui Region,Male,60–64,03,Waikato Region,00024
1996,08,Manawatu-Wanganui Region,Male,60–64,04,Bay of Plenty Region,00015
1996,08,Manawatu-Wanganui Region,Male,60–64,05,Gisborne Region,00006
1996,08,Manawatu-Wanganui Region,Male,60–64,06,Hawke's Bay Region,00024
1996,08,Manawatu-Wanganui Region,Male,60–64,07,Taranaki Region,00021
1996,08,Manawatu-Wanganui Region,Male,60–64,08,Manawatu-Wanganui Region,03762
1996,08,Manawatu-Wanganui Region,Male,60–64,09,Wellington Region,00114
1996,08,Manawatu-Wanganui Region,Male,60–64,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,60–64,13,Canterbury Region,00012
1996,08,Manawatu-Wanganui Region,Male,60–64,14,Otago Region,00009
1996,08,Manawatu-Wanganui Region,Male,60–64,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Male,60–64,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,60–64,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Male,60–64,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,,,00192
1996,08,Manawatu-Wanganui Region,Male,65–69,01,Northland Region,00006
1996,08,Manawatu-Wanganui Region,Male,65–69,02,Auckland Region,00036
1996,08,Manawatu-Wanganui Region,Male,65–69,03,Waikato Region,00027
1996,08,Manawatu-Wanganui Region,Male,65–69,04,Bay of Plenty Region,00027
1996,08,Manawatu-Wanganui Region,Male,65–69,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,06,Hawke's Bay Region,00024
1996,08,Manawatu-Wanganui Region,Male,65–69,07,Taranaki Region,00015
1996,08,Manawatu-Wanganui Region,Male,65–69,08,Manawatu-Wanganui Region,03798
1996,08,Manawatu-Wanganui Region,Male,65–69,09,Wellington Region,00114
1996,08,Manawatu-Wanganui Region,Male,65–69,13,Canterbury Region,00009
1996,08,Manawatu-Wanganui Region,Male,65–69,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Male,65–69,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,70–74,,,00129
1996,08,Manawatu-Wanganui Region,Male,70–74,01,Northland Region,00009
1996,08,Manawatu-Wanganui Region,Male,70–74,02,Auckland Region,00024
1996,08,Manawatu-Wanganui Region,Male,70–74,03,Waikato Region,00024
1996,08,Manawatu-Wanganui Region,Male,70–74,04,Bay of Plenty Region,00012
1996,08,Manawatu-Wanganui Region,Male,70–74,05,Gisborne Region,00006
1996,08,Manawatu-Wanganui Region,Male,70–74,06,Hawke's Bay Region,00018
1996,08,Manawatu-Wanganui Region,Male,70–74,07,Taranaki Region,00012
1996,08,Manawatu-Wanganui Region,Male,70–74,08,Manawatu-Wanganui Region,03060
1996,08,Manawatu-Wanganui Region,Male,70–74,09,Wellington Region,00087
1996,08,Manawatu-Wanganui Region,Male,70–74,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,70–74,13,Canterbury Region,00006
1996,08,Manawatu-Wanganui Region,Male,70–74,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,70–74,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Male,70–74,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,70–74,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,75–79,,,00093
1996,08,Manawatu-Wanganui Region,Male,75–79,02,Auckland Region,00012
1996,08,Manawatu-Wanganui Region,Male,75–79,03,Waikato Region,00018
1996,08,Manawatu-Wanganui Region,Male,75–79,04,Bay of Plenty Region,00012
1996,08,Manawatu-Wanganui Region,Male,75–79,06,Hawke's Bay Region,00012
1996,08,Manawatu-Wanganui Region,Male,75–79,07,Taranaki Region,00009
1996,08,Manawatu-Wanganui Region,Male,75–79,08,Manawatu-Wanganui Region,02022
1996,08,Manawatu-Wanganui Region,Male,75–79,09,Wellington Region,00048
1996,08,Manawatu-Wanganui Region,Male,75–79,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Male,75–79,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,75–79,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Male,75–79,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,75–79,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,,,00069
1996,08,Manawatu-Wanganui Region,Male,80–84,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,02,Auckland Region,00012
1996,08,Manawatu-Wanganui Region,Male,80–84,03,Waikato Region,00009
1996,08,Manawatu-Wanganui Region,Male,80–84,04,Bay of Plenty Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,06,Hawke's Bay Region,00012
1996,08,Manawatu-Wanganui Region,Male,80–84,07,Taranaki Region,00012
1996,08,Manawatu-Wanganui Region,Male,80–84,08,Manawatu-Wanganui Region,01212
1996,08,Manawatu-Wanganui Region,Male,80–84,09,Wellington Region,00027
1996,08,Manawatu-Wanganui Region,Male,80–84,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,80–84,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,,,00033
1996,08,Manawatu-Wanganui Region,Male,85–89,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,02,Auckland Region,00006
1996,08,Manawatu-Wanganui Region,Male,85–89,03,Waikato Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,06,Hawke's Bay Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,07,Taranaki Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,08,Manawatu-Wanganui Region,00501
1996,08,Manawatu-Wanganui Region,Male,85–89,09,Wellington Region,00009
1996,08,Manawatu-Wanganui Region,Male,85–89,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Male,85–89,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,,,..C
1996,08,Manawatu-Wanganui Region,Male,90+,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,02,Auckland Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,03,Waikato Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,06,Hawke's Bay Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,08,Manawatu-Wanganui Region,00159
1996,08,Manawatu-Wanganui Region,Male,90+,09,Wellington Region,00006
1996,08,Manawatu-Wanganui Region,Male,90+,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Male,90+,15,Southland Region,..C
1996,09,Wellington Region,Female,05-09,,,00948
1996,09,Wellington Region,Female,05-09,01,Northland Region,00036
1996,09,Wellington Region,Female,05-09,02,Auckland Region,00324
1996,09,Wellington Region,Female,05-09,03,Waikato Region,00120
1996,09,Wellington Region,Female,05-09,04,Bay of Plenty Region,00087
1996,09,Wellington Region,Female,05-09,05,Gisborne Region,00036
1996,09,Wellington Region,Female,05-09,06,Hawke's Bay Region,00096
1996,09,Wellington Region,Female,05-09,07,Taranaki Region,00057
1996,09,Wellington Region,Female,05-09,08,Manawatu-Wanganui Region,00276
1996,09,Wellington Region,Female,05-09,09,Wellington Region,12219
1996,09,Wellington Region,Female,05-09,12,West Coast Region,00012
1996,09,Wellington Region,Female,05-09,13,Canterbury Region,00144
1996,09,Wellington Region,Female,05-09,14,Otago Region,00054
1996,09,Wellington Region,Female,05-09,15,Southland Region,00030
1996,09,Wellington Region,Female,05-09,16,Tasman Region,00012
1996,09,Wellington Region,Female,05-09,17,Nelson Region,00021
1996,09,Wellington Region,Female,05-09,18,Marlborough Region,00012
1996,09,Wellington Region,Female,05-09,99,Area Outside Region,..C
1996,09,Wellington Region,Female,10-14,,,00660
1996,09,Wellington Region,Female,10-14,01,Northland Region,00039
1996,09,Wellington Region,Female,10-14,02,Auckland Region,00234
1996,09,Wellington Region,Female,10-14,03,Waikato Region,00093
1996,09,Wellington Region,Female,10-14,04,Bay of Plenty Region,00078
1996,09,Wellington Region,Female,10-14,05,Gisborne Region,00036
1996,09,Wellington Region,Female,10-14,06,Hawke's Bay Region,00090
1996,09,Wellington Region,Female,10-14,07,Taranaki Region,00054
1996,09,Wellington Region,Female,10-14,08,Manawatu-Wanganui Region,00237
1996,09,Wellington Region,Female,10-14,09,Wellington Region,11184
1996,09,Wellington Region,Female,10-14,12,West Coast Region,..C
1996,09,Wellington Region,Female,10-14,13,Canterbury Region,00108
1996,09,Wellington Region,Female,10-14,14,Otago Region,00048
1996,09,Wellington Region,Female,10-14,15,Southland Region,00021
1996,09,Wellington Region,Female,10-14,16,Tasman Region,00009
1996,09,Wellington Region,Female,10-14,17,Nelson Region,00012
1996,09,Wellington Region,Female,10-14,18,Marlborough Region,00015
1996,09,Wellington Region,Female,10-14,99,Area Outside Region,00006
1996,09,Wellington Region,Female,15-19,,,00741
1996,09,Wellington Region,Female,15-19,01,Northland Region,00045
1996,09,Wellington Region,Female,15-19,02,Auckland Region,00246
1996,09,Wellington Region,Female,15-19,03,Waikato Region,00189
1996,09,Wellington Region,Female,15-19,04,Bay of Plenty Region,00156
1996,09,Wellington Region,Female,15-19,05,Gisborne Region,00066
1996,09,Wellington Region,Female,15-19,06,Hawke's Bay Region,00279
1996,09,Wellington Region,Female,15-19,07,Taranaki Region,00162
1996,09,Wellington Region,Female,15-19,08,Manawatu-Wanganui Region,00375
1996,09,Wellington Region,Female,15-19,09,Wellington Region,10983
1996,09,Wellington Region,Female,15-19,12,West Coast Region,00015
1996,09,Wellington Region,Female,15-19,13,Canterbury Region,00129
1996,09,Wellington Region,Female,15-19,14,Otago Region,00042
1996,09,Wellington Region,Female,15-19,15,Southland Region,00024
1996,09,Wellington Region,Female,15-19,16,Tasman Region,00021
1996,09,Wellington Region,Female,15-19,17,Nelson Region,00045
1996,09,Wellington Region,Female,15-19,18,Marlborough Region,00042
1996,09,Wellington Region,Female,20–24,,,00927
1996,09,Wellington Region,Female,20–24,01,Northland Region,00081
1996,09,Wellington Region,Female,20–24,02,Auckland Region,00438
1996,09,Wellington Region,Female,20–24,03,Waikato Region,00321
1996,09,Wellington Region,Female,20–24,04,Bay of Plenty Region,00213
1996,09,Wellington Region,Female,20–24,05,Gisborne Region,00084
1996,09,Wellington Region,Female,20–24,06,Hawke's Bay Region,00441
1996,09,Wellington Region,Female,20–24,07,Taranaki Region,00237
1996,09,Wellington Region,Female,20–24,08,Manawatu-Wanganui Region,00786
1996,09,Wellington Region,Female,20–24,09,Wellington Region,11079
1996,09,Wellington Region,Female,20–24,12,West Coast Region,00015
1996,09,Wellington Region,Female,20–24,13,Canterbury Region,00519
1996,09,Wellington Region,Female,20–24,14,Otago Region,00459
1996,09,Wellington Region,Female,20–24,15,Southland Region,00048
1996,09,Wellington Region,Female,20–24,16,Tasman Region,00060
1996,09,Wellington Region,Female,20–24,17,Nelson Region,00087
1996,09,Wellington Region,Female,20–24,18,Marlborough Region,00087
1996,09,Wellington Region,Female,20–24,99,Area Outside Region,..C
1996,09,Wellington Region,Female,25–29,,,00975
1996,09,Wellington Region,Female,25–29,01,Northland Region,00033
1996,09,Wellington Region,Female,25–29,02,Auckland Region,00585
1996,09,Wellington Region,Female,25–29,03,Waikato Region,00282
1996,09,Wellington Region,Female,25–29,04,Bay of Plenty Region,00135
1996,09,Wellington Region,Female,25–29,05,Gisborne Region,00039
1996,09,Wellington Region,Female,25–29,06,Hawke's Bay Region,00162
1996,09,Wellington Region,Female,25–29,07,Taranaki Region,00102
1996,09,Wellington Region,Female,25–29,08,Manawatu-Wanganui Region,00570
1996,09,Wellington Region,Female,25–29,09,Wellington Region,11628
1996,09,Wellington Region,Female,25–29,12,West Coast Region,00012
1996,09,Wellington Region,Female,25–29,13,Canterbury Region,00501
1996,09,Wellington Region,Female,25–29,14,Otago Region,00384
1996,09,Wellington Region,Female,25–29,15,Southland Region,00054
1996,09,Wellington Region,Female,25–29,16,Tasman Region,00027
1996,09,Wellington Region,Female,25–29,17,Nelson Region,00048
1996,09,Wellington Region,Female,25–29,18,Marlborough Region,00027
1996,09,Wellington Region,Female,25–29,99,Area Outside Region,..C
1996,09,Wellington Region,Female,30–34,,,00801
1996,09,Wellington Region,Female,30–34,01,Northland Region,00036
1996,09,Wellington Region,Female,30–34,02,Auckland Region,00525
1996,09,Wellington Region,Female,30–34,03,Waikato Region,00198
1996,09,Wellington Region,Female,30–34,04,Bay of Plenty Region,00099
1996,09,Wellington Region,Female,30–34,05,Gisborne Region,00033
1996,09,Wellington Region,Female,30–34,06,Hawke's Bay Region,00117
1996,09,Wellington Region,Female,30–34,07,Taranaki Region,00075
1996,09,Wellington Region,Female,30–34,08,Manawatu-Wanganui Region,00378
1996,09,Wellington Region,Female,30–34,09,Wellington Region,13539
1996,09,Wellington Region,Female,30–34,12,West Coast Region,00012
1996,09,Wellington Region,Female,30–34,13,Canterbury Region,00300
1996,09,Wellington Region,Female,30–34,14,Otago Region,00108
1996,09,Wellington Region,Female,30–34,15,Southland Region,00033
1996,09,Wellington Region,Female,30–34,16,Tasman Region,00015
1996,09,Wellington Region,Female,30–34,17,Nelson Region,00036
1996,09,Wellington Region,Female,30–34,18,Marlborough Region,00030
1996,09,Wellington Region,Female,35–39,,,00738
1996,09,Wellington Region,Female,35–39,01,Northland Region,00030
1996,09,Wellington Region,Female,35–39,02,Auckland Region,00408
1996,09,Wellington Region,Female,35–39,03,Waikato Region,00135
1996,09,Wellington Region,Female,35–39,04,Bay of Plenty Region,00081
1996,09,Wellington Region,Female,35–39,05,Gisborne Region,00027
1996,09,Wellington Region,Female,35–39,06,Hawke's Bay Region,00102
1996,09,Wellington Region,Female,35–39,07,Taranaki Region,00048
1996,09,Wellington Region,Female,35–39,08,Manawatu-Wanganui Region,00276
1996,09,Wellington Region,Female,35–39,09,Wellington Region,13638
1996,09,Wellington Region,Female,35–39,12,West Coast Region,00012
1996,09,Wellington Region,Female,35–39,13,Canterbury Region,00216
1996,09,Wellington Region,Female,35–39,14,Otago Region,00081
1996,09,Wellington Region,Female,35–39,15,Southland Region,00027
1996,09,Wellington Region,Female,35–39,16,Tasman Region,00015
1996,09,Wellington Region,Female,35–39,17,Nelson Region,00018
1996,09,Wellington Region,Female,35–39,18,Marlborough Region,00024
1996,09,Wellington Region,Female,35–39,99,Area Outside Region,..C
